

2020-09-01 14:31:13,367 BIO.MC 1.81
2020-09-01 14:31:14,472 BKY.MC 0.653
2020-09-01 14:32:05,287 PRO.MC 17.0
2020-09-01 14:32:06,515 FACE.MC 6.78
2020-09-01 14:32:07,433 GRN.MC 12.8
2020-09-01 14:32:08,183 XBRK.MC 3.5
2020-09-01 14:32:09,375 XELTO.MC 5.7
2020-09-01 14:32:10,155 BAIN.MC 2.9
2020-09-01 14:32:11,363 ADL.MC 0.83
2020-09-01 14:32:12,462 NTX.MC 2.46
2020-09-01 14:32:13,612 BIO.MC 1.814
2020-09-01 14:32:14,717 BKY.MC 0.652
2020-09-01 14:33:05,506 PRO.MC 17.0
2020-09-01 14:33:06,746 FACE.MC 6.78
2020-09-01 14:33:07,611 GRN.MC 12.8
2020-09-01 14:33:08,314 XBRK.MC 3.5
2020-09-01 14:33:09,536 XELTO.MC 5.7
2020-09-01 14:33:10,286 BAIN.MC 2.9
2020-09-01 14:33:11,529 ADL.MC 0.83
2020-09-01 14:33:12,637 NTX.MC 2.46
2020-09-01 14:33:13,845 BIO.MC 1.814
2020-09-01 14:33:15,022 BKY.MC 0.65
2020-09-01 14:34:05,687 PRO.MC 17.0
2020-09-01 14:34:06,965 FACE.MC 6.78
2020-09-01 14:34:07,775 GRN.MC 12.8
2020-09-01 14:34:08,457 XBRK.MC 3.5
2020-09-01 14:34:09,706 XELTO.MC 5.7
2020-09-01 14:34:10,417 BAIN.MC 2.9
2020-09-01 14:34:11,701 ADL.MC 0.83
2020-09-01 14:34:12,820 NTX.MC 2.46
2020-09-01 14:34:14,086 BIO.MC 1.804
2020-09-01 14:34:15,287 BKY.MC 0.649
2020-09-01 14:35:05,860 PRO.MC 17.0
2020-09-01 14:35:07,178 FACE.MC 6.78
2020-09-01 14:35:07,983 GRN.MC 12.8
2020-09-01 14:35:08,666 XBRK.MC 3.5
2020-09-01 14:35:09,890 XELTO.MC 5.7
2020-09-01 14:35:10,549 BAIN.MC 2.9
2020-09-01 14:35:11,882 ADL.MC 0.83
2020-09-01 14:35:12,986 NTX.MC 2.46
2020-09-01 14:35:14,318 BIO.MC 1.804
2020-09-01 14:35:15,574 BKY.MC 0.651
2020-09-01 14:36:06,054 PRO.MC 17.0
2020-09-01 14:36:07,394 FACE.MC 6.78
2020-09-01 14:36:08,191 GRN.MC 12.8
2020-09-01 14:36:08,793 XBRK.MC 3.5
2020-09-01 14:36:10,049 XELTO.MC 5.7
2020-09-01 14:36:10,754 BAIN.MC 2.9
2020-09-01 14:36:12,068 ADL.MC 0.83
2020-09-01 14:36:13,160 NTX.MC 2.46
2020-09-01 14:36:14,547 BIO.MC 1.804
2020-09-01 14:36:15,852 BKY.MC 0.65
2020-09-01 14:37:06,326 PRO.MC 17.0
2020-09-01 14:37:07,679 FACE.MC 6.8
2020-09-01 14:37:07,680 VendeFACE.MC 6.8
2020-09-01 14:37:07,682 Cartera vuelve a: 100
2020-09-01 14:37:08,373 GRN.MC 12.8
2020-09-01 14:37:08,982 XBRK.MC 3.5
2020-09-01 14:37:10,219 XELTO.MC 5.7
2020-09-01 14:37:10,882 BAIN.MC 2.9
2020-09-01 14:37:12,240 ADL.MC 0.83
2020-09-01 14:37:13,333 NTX.MC 2.46
2020-09-01 14:37:14,797 BIO.MC 1.804
2020-09-01 14:37:16,218 BKY.MC 0.648
2020-09-01 14:38:06,492 PRO.MC 17.0
2020-09-01 14:38:07,911 FACE.MC 6.8
2020-09-01 14:38:08,551 GRN.MC 12.8
2020-09-01 14:38:09,158 XBRK.MC 3.5
2020-09-01 14:38:10,370 XELTO.MC 5.7
2020-09-01 14:38:11,028 BAIN.MC 2.9
2020-09-01 14:38:12,411 ADL.MC 0.83
2020-09-01 14:38:13,523 NTX.MC 2.46
2020-09-01 14:38:15,017 BIO.MC 1.804
2020-09-01 14:38:16,459 BKY.MC 0.647
2020-09-01 14:39:06,687 PRO.MC 17.0
2020-09-01 14:39:08,106 FACE.MC 6.8
2020-09-01 14:39:08,719 GRN.MC 12.8
2020-09-01 14:39:09,367 XBRK.MC 3.5
2020-09-01 14:39:10,528 XELTO.MC 5.7
2020-09-01 14:39:11,181 BAIN.MC 2.9
2020-09-01 14:39:12,591 ADL.MC 0.83
2020-09-01 14:39:13,697 NTX.MC 2.46
2020-09-01 14:39:15,258 BIO.MC 1.804
2020-09-01 14:39:16,698 BKY.MC 0.65
2020-09-01 14:40:06,869 PRO.MC 17.0
2020-09-01 14:40:08,338 FACE.MC 6.78
2020-09-01 14:40:08,902 GRN.MC 12.8
2020-09-01 14:40:09,493 XBRK.MC 3.5
2020-09-01 14:40:10,718 XELTO.MC 5.7
2020-09-01 14:40:11,319 BAIN.MC 2.9
2020-09-01 14:40:12,829 ADL.MC 0.83
2020-09-01 14:40:13,877 NTX.MC 2.46
2020-09-01 14:40:15,517 BIO.MC 1.8
2020-09-01 14:40:15,518 CompraBIO.MC 1.8
2020-09-01 14:40:15,519 Me queda: 1.0
2020-09-01 14:40:17,033 BKY.MC 0.651
2020-09-01 14:41:07,108 PRO.MC 17.0
2020-09-01 14:41:08,558 FACE.MC 6.78
2020-09-01 14:41:09,145 GRN.MC 12.8
2020-09-01 14:41:09,619 XBRK.MC 3.5
2020-09-01 14:41:10,882 XELTO.MC 5.7
2020-09-01 14:41:11,468 BAIN.MC 2.9
2020-09-01 14:41:13,081 ADL.MC 0.83
2020-09-01 14:41:14,056 NTX.MC 2.46
2020-09-01 14:41:15,768 BIO.MC 1.8
2020-09-01 14:41:17,273 BKY.MC 0.651
2020-09-01 14:42:07,296 PRO.MC 17.0
2020-09-01 14:42:08,766 FACE.MC 6.78
2020-09-01 14:42:09,363 GRN.MC 12.8
2020-09-01 14:42:09,765 XBRK.MC 3.5
2020-09-01 14:42:11,038 XELTO.MC 5.7
2020-09-01 14:42:11,628 BAIN.MC 2.9
2020-09-01 14:42:13,263 ADL.MC 0.83
2020-09-01 14:42:14,224 NTX.MC 2.46
2020-09-01 14:42:16,012 BIO.MC 1.79
2020-09-01 14:42:17,522 BKY.MC 0.65
2020-09-01 14:43:07,504 PRO.MC 17.0
2020-09-01 14:43:09,001 FACE.MC 6.76
2020-09-01 14:43:09,597 GRN.MC 12.8
2020-09-01 14:43:09,888 XBRK.MC 3.5
2020-09-01 14:43:11,264 XELTO.MC 5.7
2020-09-01 14:43:11,762 BAIN.MC 2.9
2020-09-01 14:43:13,448 ADL.MC 0.83
2020-09-01 14:43:14,423 NTX.MC 2.46
2020-09-01 14:43:16,261 BIO.MC 1.79
2020-09-01 14:43:17,787 BKY.MC 0.65
2020-09-01 14:44:07,688 PRO.MC 17.0
2020-09-01 14:44:09,222 FACE.MC 6.76
2020-09-01 14:44:09,774 GRN.MC 12.8
2020-09-01 14:44:10,024 XBRK.MC 3.5
2020-09-01 14:44:11,422 XELTO.MC 5.7
2020-09-01 14:44:11,902 BAIN.MC 2.9
2020-09-01 14:44:13,640 ADL.MC 0.83
2020-09-01 14:44:14,591 NTX.MC 2.46
2020-09-01 14:44:16,495 BIO.MC 1.804
2020-09-01 14:44:18,053 BKY.MC 0.65
2020-09-01 14:45:07,866 PRO.MC 17.0
2020-09-01 14:45:09,426 FACE.MC 6.76
2020-09-01 14:45:09,990 GRN.MC 12.8
2020-09-01 14:45:10,153 XBRK.MC 3.5
2020-09-01 14:45:11,569 XELTO.MC 5.7
2020-09-01 14:45:12,098 BAIN.MC 2.9
2020-09-01 14:45:13,822 ADL.MC 0.83
2020-09-01 14:45:14,764 NTX.MC 2.46
2020-09-01 14:45:16,735 BIO.MC 1.804
2020-09-01 14:45:18,303 BKY.MC 0.647
2020-09-01 14:45:18,304 CompraBKY.MC 0.647
2020-09-01 14:45:18,313 Me queda: 0.36199999999999477
2020-09-01 14:46:08,112 PRO.MC 17.0
2020-09-01 14:46:09,645 FACE.MC 6.76
2020-09-01 14:46:10,205 GRN.MC 12.8
2020-09-01 14:46:10,291 XBRK.MC 3.5
2020-09-01 14:46:11,737 XELTO.MC 5.7
2020-09-01 14:46:12,322 BAIN.MC 2.9
2020-09-01 14:46:13,986 ADL.MC 0.83
2020-09-01 14:46:14,953 NTX.MC 2.46
2020-09-01 14:46:16,993 BIO.MC 1.806
2020-09-01 14:46:18,574 BKY.MC 0.647
2020-09-01 14:47:08,354 PRO.MC 17.0
2020-09-01 14:47:09,941 FACE.MC 6.76
2020-09-01 14:47:10,430 XBRK.MC 3.5
2020-09-01 14:47:10,458 GRN.MC 12.8
2020-09-01 14:47:11,938 XELTO.MC 5.7
2020-09-01 14:47:12,462 BAIN.MC 2.9
2020-09-01 14:47:14,147 ADL.MC 0.83
2020-09-01 14:47:15,238 NTX.MC 2.46
2020-09-01 14:47:17,237 BIO.MC 1.806
2020-09-01 14:47:18,861 BKY.MC 0.649
2020-09-01 14:48:08,522 PRO.MC 17.0
2020-09-01 14:48:10,148 FACE.MC 6.76
2020-09-01 14:48:10,568 XBRK.MC 3.5
2020-09-01 14:48:10,636 GRN.MC 12.8
2020-09-01 14:48:12,099 XELTO.MC 5.7
2020-09-01 14:48:12,598 BAIN.MC 2.9
2020-09-01 14:48:14,387 ADL.MC 0.83
2020-09-01 14:48:15,417 NTX.MC 2.46
2020-09-01 14:48:17,449 BIO.MC 1.806
2020-09-01 14:48:19,126 BKY.MC 0.649
2020-09-01 14:49:08,740 PRO.MC 17.0
2020-09-01 14:49:10,354 FACE.MC 6.76
2020-09-01 14:49:10,694 XBRK.MC 3.5
2020-09-01 14:49:10,802 GRN.MC 12.8
2020-09-01 14:49:12,256 XELTO.MC 5.7
2020-09-01 14:49:12,745 BAIN.MC 2.9
2020-09-01 14:49:14,569 ADL.MC 0.83
2020-09-01 14:49:15,584 NTX.MC 2.46
2020-09-01 14:49:17,691 BIO.MC 1.808
2020-09-01 14:49:19,407 BKY.MC 0.643
2020-09-01 14:50:08,912 PRO.MC 17.0
2020-09-01 14:50:10,583 FACE.MC 6.76
2020-09-01 14:50:10,840 XBRK.MC 3.5
2020-09-01 14:50:10,992 GRN.MC 12.8
2020-09-01 14:50:12,425 XELTO.MC 5.7
2020-09-01 14:50:12,876 BAIN.MC 2.9
2020-09-01 14:50:14,738 ADL.MC 0.83
2020-09-01 14:50:15,757 NTX.MC 2.46
2020-09-01 14:50:17,942 BIO.MC 1.808
2020-09-01 14:50:19,682 BKY.MC 0.642
2020-09-01 14:51:22,862 PRO.MC 17.0
2020-09-01 14:51:23,928 FACE.MC 6.76
2020-09-01 14:51:24,929 GRN.MC 12.8
2020-09-01 14:51:25,836 XBRK.MC 3.5
2020-09-01 14:51:26,860 XELTO.MC 5.7
2020-09-01 14:51:27,831 BAIN.MC 2.9
2020-09-01 14:51:28,872 NTX.MC 2.46
2020-09-01 14:51:29,933 BIO.MC 1.792
2020-09-01 14:51:30,953 BKY.MC 0.643
2020-09-01 14:51:31,915 OHL.MC 0.67
2020-09-01 14:52:23,069 PRO.MC 17.0
2020-09-01 14:52:24,136 FACE.MC 6.74
2020-09-01 14:52:24,138 CompraFACE.MC 6.74
2020-09-01 14:52:24,140 Me queda: 5.640000000000001
2020-09-01 14:52:25,201 GRN.MC 12.8
2020-09-01 14:52:25,965 XBRK.MC 3.5
2020-09-01 14:52:27,021 XELTO.MC 5.7
2020-09-01 14:52:27,961 BAIN.MC 2.9
2020-09-01 14:52:29,037 NTX.MC 2.46
2020-09-01 14:52:30,161 BIO.MC 1.792
2020-09-01 14:52:31,244 BKY.MC 0.645
2020-09-01 14:52:32,132 OHL.MC 0.67
2020-09-01 14:53:23,241 PRO.MC 17.0
2020-09-01 14:53:24,358 FACE.MC 6.74
2020-09-01 14:53:25,438 GRN.MC 12.8
2020-09-01 14:53:26,089 XBRK.MC 3.5
2020-09-01 14:53:27,182 XELTO.MC 5.7
2020-09-01 14:53:28,091 BAIN.MC 2.9
2020-09-01 14:53:29,211 NTX.MC 2.46
2020-09-01 14:53:30,455 BIO.MC 1.804
2020-09-01 14:53:30,456 VendeBIO.MC 1.804
2020-09-01 14:53:30,462 Cartera vuelve a: 100
2020-09-01 14:53:31,489 BKY.MC 0.644
2020-09-01 14:53:32,408 OHL.MC 0.6695
2020-09-01 14:54:23,419 PRO.MC 17.0
2020-09-01 14:54:24,575 FACE.MC 6.74
2020-09-01 14:54:25,608 GRN.MC 12.8
2020-09-01 14:54:26,214 XBRK.MC 3.5
2020-09-01 14:54:27,333 XELTO.MC 5.7
2020-09-01 14:54:28,225 BAIN.MC 2.9
2020-09-01 14:54:29,390 NTX.MC 2.46
2020-09-01 14:54:30,696 BIO.MC 1.804
2020-09-01 14:54:31,723 BKY.MC 0.646
2020-09-01 14:54:32,627 OHL.MC 0.671
2020-09-01 14:55:23,590 PRO.MC 17.0
2020-09-01 14:55:24,837 FACE.MC 6.74
2020-09-01 14:55:25,773 GRN.MC 12.8
2020-09-01 14:55:26,340 XBRK.MC 3.5
2020-09-01 14:55:27,504 XELTO.MC 5.7
2020-09-01 14:55:28,372 BAIN.MC 2.9
2020-09-01 14:55:29,577 NTX.MC 2.46
2020-09-01 14:55:30,944 BIO.MC 1.804
2020-09-01 14:55:31,962 BKY.MC 0.642
2020-09-01 14:55:32,844 OHL.MC 0.673
2020-09-01 14:56:23,778 PRO.MC 17.0
2020-09-01 14:56:25,046 FACE.MC 6.74
2020-09-01 14:56:25,945 GRN.MC 12.8
2020-09-01 14:56:26,499 XBRK.MC 3.5
2020-09-01 14:56:27,696 XELTO.MC 5.7
2020-09-01 14:56:28,507 BAIN.MC 2.9
2020-09-01 14:56:29,770 NTX.MC 2.46
2020-09-01 14:56:31,195 BIO.MC 1.81
2020-09-01 14:56:32,221 BKY.MC 0.646
2020-09-01 14:56:33,055 OHL.MC 0.672
2020-09-01 14:57:23,945 PRO.MC 17.0
2020-09-01 14:57:25,236 FACE.MC 6.74
2020-09-01 14:57:26,124 GRN.MC 12.8
2020-09-01 14:57:26,647 XBRK.MC 3.5
2020-09-01 14:57:27,903 XELTO.MC 5.7
2020-09-01 14:57:28,645 BAIN.MC 2.9
2020-09-01 14:57:29,935 NTX.MC 2.46
2020-09-01 14:57:31,426 BIO.MC 1.81
2020-09-01 14:57:32,494 BKY.MC 0.642
2020-09-01 14:57:33,286 OHL.MC 0.672
2020-09-01 14:58:24,138 PRO.MC 17.0
2020-09-01 14:58:25,509 FACE.MC 6.74
2020-09-01 14:58:26,312 GRN.MC 12.8
2020-09-01 14:58:26,781 XBRK.MC 3.5
2020-09-01 14:58:28,071 XELTO.MC 5.7
2020-09-01 14:58:28,785 BAIN.MC 2.9
2020-09-01 14:58:30,102 NTX.MC 2.46
2020-09-01 14:58:31,662 BIO.MC 1.81
2020-09-01 14:58:32,734 BKY.MC 0.645
2020-09-01 14:58:33,484 OHL.MC 0.673
2020-09-01 14:59:24,342 PRO.MC 17.0
2020-09-01 14:59:25,728 FACE.MC 6.74
2020-09-01 14:59:26,532 GRN.MC 12.8
2020-09-01 14:59:26,907 XBRK.MC 3.5
2020-09-01 14:59:28,274 XELTO.MC 5.7
2020-09-01 14:59:28,920 BAIN.MC 2.9
2020-09-01 14:59:30,285 NTX.MC 2.46
2020-09-01 14:59:31,944 BIO.MC 1.81
2020-09-01 14:59:33,012 BKY.MC 0.644
2020-09-01 14:59:33,728 OHL.MC 0.6725
2020-09-01 15:00:24,516 PRO.MC 17.0
2020-09-01 15:00:25,954 FACE.MC 6.74
2020-09-01 15:00:26,716 GRN.MC 12.8
2020-09-01 15:00:27,042 XBRK.MC 3.5
2020-09-01 15:00:28,434 XELTO.MC 5.7
2020-09-01 15:00:29,055 BAIN.MC 2.9
2020-09-01 15:00:30,522 NTX.MC 2.46
2020-09-01 15:00:32,180 BIO.MC 1.81
2020-09-01 15:00:33,260 BKY.MC 0.641
2020-09-01 15:00:33,950 OHL.MC 0.6725
2020-09-01 15:01:24,734 PRO.MC 17.0
2020-09-01 15:01:26,194 FACE.MC 6.74
2020-09-01 15:01:26,902 GRN.MC 12.8
2020-09-01 15:01:27,181 XBRK.MC 3.5
2020-09-01 15:01:28,591 XELTO.MC 5.7
2020-09-01 15:01:29,198 BAIN.MC 2.9
2020-09-01 15:01:30,714 NTX.MC 2.46
2020-09-01 15:01:32,438 BIO.MC 1.802
2020-09-01 15:01:33,514 BKY.MC 0.641
2020-09-01 15:01:34,243 OHL.MC 0.675
2020-09-01 15:02:24,982 PRO.MC 17.0
2020-09-01 15:02:26,418 FACE.MC 6.74
2020-09-01 15:02:27,109 GRN.MC 12.8
2020-09-01 15:02:27,309 XBRK.MC 3.5
2020-09-01 15:02:28,737 XELTO.MC 5.7
2020-09-01 15:02:29,350 BAIN.MC 2.9
2020-09-01 15:02:30,895 NTX.MC 2.46
2020-09-01 15:02:32,731 BIO.MC 1.802
2020-09-01 15:02:33,762 BKY.MC 0.644
2020-09-01 15:02:34,474 OHL.MC 0.675
2020-09-01 15:03:25,160 PRO.MC 17.0
2020-09-01 15:03:26,638 FACE.MC 6.74
2020-09-01 15:03:27,313 GRN.MC 12.8
2020-09-01 15:03:27,435 XBRK.MC 3.5
2020-09-01 15:03:28,917 XELTO.MC 5.7
2020-09-01 15:03:29,524 BAIN.MC 2.9
2020-09-01 15:03:31,077 NTX.MC 2.46
2020-09-01 15:03:32,952 BIO.MC 1.802
2020-09-01 15:03:33,997 BKY.MC 0.644
2020-09-01 15:03:34,689 OHL.MC 0.676
2020-09-01 15:04:25,354 PRO.MC 17.0
2020-09-01 15:04:26,860 FACE.MC 6.74
2020-09-01 15:04:27,495 GRN.MC 12.8
2020-09-01 15:04:27,573 XBRK.MC 3.5
2020-09-01 15:04:29,069 XELTO.MC 5.7
2020-09-01 15:04:29,663 BAIN.MC 2.9
2020-09-01 15:04:31,246 NTX.MC 2.46
2020-09-01 15:04:33,186 BIO.MC 1.802
2020-09-01 15:04:34,270 BKY.MC 0.644
2020-09-01 15:04:34,907 OHL.MC 0.678
2020-09-01 15:05:25,531 PRO.MC 17.0
2020-09-01 15:05:27,103 FACE.MC 6.74
2020-09-01 15:05:27,706 XBRK.MC 3.5
2020-09-01 15:05:27,715 GRN.MC 12.8
2020-09-01 15:05:29,216 XELTO.MC 5.7
2020-09-01 15:05:29,801 BAIN.MC 2.9
2020-09-01 15:05:31,441 NTX.MC 2.46
2020-09-01 15:05:33,425 BIO.MC 1.802
2020-09-01 15:05:34,517 BKY.MC 0.641
2020-09-01 15:05:35,121 OHL.MC 0.678
2020-09-01 15:06:25,733 PRO.MC 17.0
2020-09-01 15:06:27,400 FACE.MC 6.74
2020-09-01 15:06:27,853 XBRK.MC 3.5
2020-09-01 15:06:27,899 GRN.MC 12.8
2020-09-01 15:06:29,371 XELTO.MC 5.7
2020-09-01 15:06:29,946 BAIN.MC 2.9
2020-09-01 15:06:31,615 NTX.MC 2.46
2020-09-01 15:06:33,667 BIO.MC 1.802
2020-09-01 15:06:34,751 BKY.MC 0.644
2020-09-01 15:06:35,339 OHL.MC 0.678
2020-09-01 15:07:25,932 PRO.MC 17.0
2020-09-01 15:07:27,648 FACE.MC 6.74
2020-09-01 15:07:28,018 XBRK.MC 3.5
2020-09-01 15:07:28,082 GRN.MC 12.8
2020-09-01 15:07:29,558 XELTO.MC 5.7
2020-09-01 15:07:30,092 BAIN.MC 2.9
2020-09-01 15:07:31,797 NTX.MC 2.46
2020-09-01 15:07:33,908 BIO.MC 1.796
2020-09-01 15:07:33,909 CompraBIO.MC 1.796
2020-09-01 15:07:33,911 Me queda: 1.2199999999999989
2020-09-01 15:07:35,022 BKY.MC 0.645
2020-09-01 15:07:35,634 OHL.MC 0.677
2020-09-01 15:08:26,099 PRO.MC 17.0
2020-09-01 15:08:27,879 FACE.MC 6.8
2020-09-01 15:08:27,880 VendeFACE.MC 6.8
2020-09-01 15:08:27,882 Cartera vuelve a: 100
2020-09-01 15:08:28,140 XBRK.MC 3.5
2020-09-01 15:08:28,327 GRN.MC 12.8
2020-09-01 15:08:29,768 XELTO.MC 5.7
2020-09-01 15:08:30,231 BAIN.MC 2.9
2020-09-01 15:08:31,973 NTX.MC 2.46
2020-09-01 15:08:34,132 BIO.MC 1.802
2020-09-01 15:08:34,133 VendeBIO.MC 1.802
2020-09-01 15:08:34,135 Cartera vuelve a: 100
2020-09-01 15:08:35,289 BKY.MC 0.642
2020-09-01 15:08:35,850 OHL.MC 0.673
2020-09-01 15:08:35,851 CompraOHL.MC 0.673
2020-09-01 15:08:35,853 Me queda: 0.3959999999999866
2020-09-01 15:09:26,284 PRO.MC 17.0
2020-09-01 15:09:28,138 FACE.MC 6.8
2020-09-01 15:09:28,286 XBRK.MC 3.5
2020-09-01 15:09:28,509 GRN.MC 12.8
2020-09-01 15:09:29,916 XELTO.MC 5.7
2020-09-01 15:09:30,362 BAIN.MC 2.9
2020-09-01 15:09:32,135 NTX.MC 2.46
2020-09-01 15:09:34,361 BIO.MC 1.802
2020-09-01 15:09:35,546 BKY.MC 0.644
2020-09-01 15:09:36,062 OHL.MC 0.673
2020-09-01 15:10:26,459 PRO.MC 17.0
2020-09-01 15:10:28,376 FACE.MC 6.8
2020-09-01 15:10:28,416 XBRK.MC 3.5
2020-09-01 15:10:28,692 GRN.MC 12.8
2020-09-01 15:10:30,073 XELTO.MC 5.7
2020-09-01 15:10:30,502 BAIN.MC 2.9
2020-09-01 15:10:32,340 NTX.MC 2.46
2020-09-01 15:10:34,629 BIO.MC 1.802
2020-09-01 15:10:35,801 BKY.MC 0.644
2020-09-01 15:10:36,297 OHL.MC 0.673
2020-09-01 15:11:26,638 PRO.MC 17.0
2020-09-01 15:11:28,553 XBRK.MC 3.5
2020-09-01 15:11:28,598 FACE.MC 6.8
2020-09-01 15:11:28,890 GRN.MC 12.8
2020-09-01 15:11:30,255 XELTO.MC 5.7
2020-09-01 15:11:30,664 BAIN.MC 2.9
2020-09-01 15:11:32,595 NTX.MC 2.46
2020-09-01 15:11:34,867 BIO.MC 1.802
2020-09-01 15:11:36,060 BKY.MC 0.643
2020-09-01 15:11:36,527 OHL.MC 0.673
2020-09-01 15:12:26,841 PRO.MC 17.0
2020-09-01 15:12:28,685 XBRK.MC 3.5
2020-09-01 15:12:28,838 FACE.MC 6.8
2020-09-01 15:12:29,065 GRN.MC 12.8
2020-09-01 15:12:30,428 XELTO.MC 5.7
2020-09-01 15:12:30,826 BAIN.MC 2.9
2020-09-01 15:12:32,768 NTX.MC 2.46
2020-09-01 15:12:35,138 BIO.MC 1.81
2020-09-01 15:12:36,328 BKY.MC 0.64
2020-09-01 15:12:36,329 CompraBKY.MC 0.64
2020-09-01 15:12:36,334 Me queda: 0.1599999999999966
2020-09-01 15:12:36,765 OHL.MC 0.6745
2020-09-01 15:12:36,766 VendeOHL.MC 0.6745
2020-09-01 15:12:36,768 Cartera vuelve a: 100
2020-09-01 15:13:27,063 PRO.MC 17.0
2020-09-01 15:13:28,816 XBRK.MC 3.5
2020-09-01 15:13:29,107 FACE.MC 6.8
2020-09-01 15:13:29,245 GRN.MC 12.8
2020-09-01 15:13:30,599 XELTO.MC 5.7
2020-09-01 15:13:30,991 BAIN.MC 2.9
2020-09-01 15:13:32,940 NTX.MC 2.46
2020-09-01 15:13:35,380 BIO.MC 1.81
2020-09-01 15:13:36,683 BKY.MC 0.64
2020-09-01 15:13:36,991 OHL.MC 0.6745
2020-09-01 15:14:27,234 PRO.MC 17.0
2020-09-01 15:14:28,949 XBRK.MC 3.5
2020-09-01 15:14:29,351 FACE.MC 6.8
2020-09-01 15:14:29,419 GRN.MC 12.8
2020-09-01 15:14:30,800 XELTO.MC 5.7
2020-09-01 15:14:31,143 BAIN.MC 2.9
2020-09-01 15:14:33,110 NTX.MC 2.46
2020-09-01 15:14:35,634 BIO.MC 1.796
2020-09-01 15:14:36,929 BKY.MC 0.639
2020-09-01 15:14:37,202 OHL.MC 0.6745
2020-09-01 15:15:27,419 PRO.MC 17.0
2020-09-01 15:15:29,096 XBRK.MC 3.5
2020-09-01 15:15:29,579 FACE.MC 6.8
2020-09-01 15:15:29,639 GRN.MC 12.8
2020-09-01 15:15:30,970 XELTO.MC 5.7
2020-09-01 15:15:31,303 BAIN.MC 2.9
2020-09-01 15:15:33,304 NTX.MC 2.46
2020-09-01 15:15:35,907 BIO.MC 1.794
2020-09-01 15:15:37,196 BKY.MC 0.644
2020-09-01 15:15:37,197 VendeBKY.MC 0.644
2020-09-01 15:15:37,202 Cartera vuelve a: 100
2020-09-01 15:15:37,410 OHL.MC 0.675
2020-09-01 15:16:27,692 PRO.MC 17.0
2020-09-01 15:16:29,229 XBRK.MC 3.5
2020-09-01 15:16:29,832 GRN.MC 12.8
2020-09-01 15:16:29,865 FACE.MC 6.8
2020-09-01 15:16:31,163 XELTO.MC 5.7
2020-09-01 15:16:31,460 BAIN.MC 2.9
2020-09-01 15:16:33,491 NTX.MC 2.46
2020-09-01 15:16:36,161 BIO.MC 1.794
2020-09-01 15:16:37,471 BKY.MC 0.64
2020-09-01 15:16:37,681 OHL.MC 0.6735
2020-09-01 15:17:27,872 PRO.MC 17.0
2020-09-01 15:17:29,400 XBRK.MC 3.5
2020-09-01 15:17:29,999 GRN.MC 12.8
2020-09-01 15:17:30,076 FACE.MC 6.8
2020-09-01 15:17:31,321 XELTO.MC 5.7
2020-09-01 15:17:31,606 BAIN.MC 2.9
2020-09-01 15:17:33,669 NTX.MC 2.46
2020-09-01 15:17:36,400 BIO.MC 1.794
2020-09-01 15:17:37,748 BKY.MC 0.637
